mal_id,url,trailer,title,title_japanese,type,source,episodes,status,aired,duration,rating,score,members,favorites,genres,start_date
36999,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,https://www.youtube-nocookie.com/embed/1MXkeC3IKDk?enablejsapi=1&wmode=opaque&autoplay=1,Zoku Owarimonogatari,続・終物語,TV,Light novel,6.0,Finished Airing,"May 19, 2019 to Jun 23, 2019",28 min per ep,R - 17+ (violence & profanity),8.43,246982,1047,"Comedy, Mystery, Supernatural",
136,https://myanimelist.net/anime/136/Hunter_x_Hunter,,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,Manga,62.0,Finished Airing,"Oct 16, 1999 to Mar 31, 2001",23 min per ep,PG-13 - Teens 13 or older,8.43,634196,11903,"Action, Adventure, Fantasy",
51039,https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan,,Doupo Cangqiong: Nian Fan,斗破苍穹年番,ONA,Novel,209.0,Currently Airing,"Jul 31, 2022 to ?",24 min per ep,PG-13 - Teens 13 or older,8.43,11386,381,"Action, Adventure, Fantasy",
20583,https://myanimelist.net/anime/20583/Haikyuu,https://www.youtube-nocookie.com/embed/9kLRkH9zC5k?enablejsapi=1&wmode=opaque&autoplay=1,Haikyuu!!,ハイキュー!!,TV,Manga,25.0,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",24 min per ep,PG-13 - Teens 13 or older,8.43,2122846,77413,Sports,
40059,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,https://www.youtube-nocookie.com/embed/kleb6Uh_vUc?enablejsapi=1&wmode=opaque&autoplay=1,Golden Kamuy 3rd Season,ゴールデンカムイ,TV,Manga,12.0,Finished Airing,"Oct 5, 2020 to Dec 21, 2020",23 min per ep,R - 17+ (violence & profanity),8.43,191517,1575,"Action, Adventure",
24687,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,,Mushishi Zoku Shou: Odoro no Michi,蟲師 続章,TV Special,Manga,1.0,Finished Airing,"Aug 20, 2014",47 min,PG-13 - Teens 13 or older,8.42,109136,126,"Adventure, Mystery, Slice of Life, Supernatural",20.08.2014
36538,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,https://www.youtube-nocookie.com/embed/urtKQZmyxQE?enablejsapi=1&wmode=opaque&autoplay=1,Natsume Yuujinchou Movie: Utsusemi ni Musubu,劇場版 夏目友人帳 ～うつせみに結ぶ～,Movie,Manga,1.0,Finished Airing,"Sep 29, 2018",1 hr 44 min,PG-13 - Teens 13 or older,8.42,81964,224,"Slice of Life, Supernatural",29.09.2018
42203,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,https://www.youtube-nocookie.com/embed/cG68UqKqYq0?enablejsapi=1&wmode=opaque&autoplay=1,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re：ゼロから始める異世界生活,TV,Light novel,12.0,Finished Airing,"Jan 6, 2021 to Mar 24, 2021",29 min per ep,R - 17+ (violence & profanity),8.42,1025741,13290,"Drama, Fantasy, Suspense",
38889,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,https://www.youtube-nocookie.com/embed/VdjmAF5dYjU?enablejsapi=1&wmode=opaque&autoplay=1,Kono Oto Tomare! Part 2,この音とまれ！,TV,Manga,13.0,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",23 min per ep,PG-13 - Teens 13 or older,8.42,197629,1820,Drama,
21899,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,,Gintama: Yorinuki Gintama-san on Theater 2D,銀魂 よりぬき銀魂さんオンシアター2D,Movie,Manga,2.0,Finished Airing,"Aug 26, 2012",1 hr 36 min per ep,PG-13 - Teens 13 or older,8.42,48083,44,"Action, Comedy, Sci-Fi",26.08.2012
25781,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,https://www.youtube-nocookie.com/embed/zDjZS2PSZ9o?enablejsapi=1&wmode=opaque&autoplay=1,Shingeki no Kyojin: Kuinaki Sentaku,進撃の巨人 悔いなき選択,OVA,Visual novel,2.0,Finished Airing,"Dec 9, 2014 to Apr 9, 2015",27 min per ep,R - 17+ (violence & profanity),8.42,553097,2026,Action,
40730,https://myanimelist.net/anime/40730/Tian_Guan_Cifu,https://www.youtube-nocookie.com/embed/6PVnnIIBtzM?enablejsapi=1&wmode=opaque&autoplay=1,Tian Guan Cifu,天官賜福,ONA,Web novel,11.0,Finished Airing,"Oct 31, 2020 to Jan 2, 2021",26 min per ep,PG-13 - Teens 13 or older,8.42,170652,6049,"Action, Adventure, Drama, Fantasy",
467,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,https://www.youtube-nocookie.com/embed/SY6PNTzQb1A?enablejsapi=1&wmode=opaque&autoplay=1,Koukaku Kidoutai: Stand Alone Complex,攻殻機動隊 STAND ALONE COMPLEX,TV,Manga,26.0,Finished Airing,"Oct 1, 2002 to Oct 1, 2003",24 min per ep,R - 17+ (violence & profanity),8.42,417699,8880,"Award Winning, Mystery, Sci-Fi",
50330,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,https://www.youtube-nocookie.com/embed/z9ZhVooqA-Y?enablejsapi=1&wmode=opaque&autoplay=1,Bungou Stray Dogs 4th Season,文豪ストレイドッグス,TV,Manga,13.0,Finished Airing,"Jan 4, 2023 to Mar 29, 2023",23 min per ep,R - 17+ (violence & profanity),8.42,344754,3392,"Action, Mystery",
39741,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,https://www.youtube-nocookie.com/embed/lWRXk7nOhsE?enablejsapi=1&wmode=opaque&autoplay=1,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,ヴァイオレット・エヴァーガーデン 外伝 -永遠と自動手記人形-,Movie,Light novel,1.0,Finished Airing,"Sep 6, 2019",1 hr 31 min,PG-13 - Teens 13 or older,8.42,467720,1699,Drama,06.09.2019
